reviewerID,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
0,3.729230769,1.50462963,5,0,138,0,0,0.158128802,0
0,3.729230769,1.50462963,2,76,135,0.740740741,0,0.137108497,0
0,3.729230769,1.50462963,3,46,142,0,0,0.129668352,0
0,3.729230769,1.50462963,5,34,149,0,0,0.089588048,0
0,3.729230769,1.50462963,2,34,45,0,0,0.117471974,0
0,3.729230769,1.50462963,0,76,143,1.398601399,0,0.168343494,0
0,3.729230769,1.50462963,0,1,15,6.666666667,0,0.119446206,0
0,3.729230769,1.50462963,0,34,56,0,0,0.086647914,1
0,3.729230769,1.50462963,3,46,67,0,0,0.137236829,0
0,3.729230769,1.50462963,1,83,131,0,0,0.136695221,0
0,3.729230769,1.50462963,0,76,71,0,0,0.170396157,0
0,3.729230769,1.50462963,2,46,140,0,0,0.141227008,1
0,3.729230769,1.50462963,0,76,113,0,0,0.105957868,0
0,3.729230769,1.50462963,1,46,99,1.01010101,0,0.125084374,0
0,3.729230769,1.50462963,1,83,144,0,0,0.142923002,0
0,3.729230769,1.50462963,2,34,147,0,0,0.111819562,0
0,3.729230769,1.50462963,0,34,62,0,0,0.151056117,0
0,3.729230769,1.50462963,0,34,19,0,0,0.119129353,0
0,3.729230769,1.50462963,0,76,143,0.699300699,0,0.122144016,0
0,3.729230769,1.50462963,0,34,56,0,0,0.137619614,0
0,3.729230769,1.50462963,0,1,64,0,0,0.146432439,0
0,3.729230769,1.50462963,0,83,142,0.704225352,0,0.120761505,0
0,3.729230769,1.50462963,2,83,148,2.027027027,0,0.158483037,0
0,3.729230769,1.50462963,0,34,65,0,0,0.160689122,0
0,3.729230769,1.50462963,0,34,47,2.127659574,0,0.144993202,0
0,3.729230769,1.50462963,2,46,96,1.041666667,0,0.102559593,0
0,3.729230769,1.50462963,0,0,143,0.699300699,0,0.114305494,0
0,3.729230769,1.50462963,2,83,71,1.408450704,0,0.110663788,0
0,3.729230769,1.50462963,1,83,89,2.247191011,0,0.093174568,0
0,3.729230769,1.50462963,0,83,62,0,0,0.142516458,0
0,3.729230769,1.50462963,1,34,73,1.369863014,0,0.13084673,0
0,3.729230769,1.50462963,0,46,104,0,0,0.177277078,1
0,3.729230769,1.50462963,3,83,157,0.636942675,0,0.178501636,0
0,3.729230769,1.50462963,4,46,104,0.961538462,0,0.485463213,0
0,3.729230769,1.50462963,0,83,17,0,0,0.177319796,0
0,3.729230769,1.50462963,1,34,84,0,0,0.129506097,0
0,3.729230769,1.50462963,1,83,79,0,0,0.236242754,0
0,3.729230769,1.50462963,0,4,140,0,0,0.185937092,1
0,3.729230769,1.50462963,0,34,15,0,0,0.166950012,0
0,3.729230769,1.50462963,1,83,93,0,0,0.209455124,1
0,3.729230769,1.50462963,1,34,18,0,0,0.158128802,0
0,3.729230769,1.50462963,4,34,84,0,0,0.103804157,0
0,3.729230769,1.50462963,0,0,123,0,0,0.148684225,1
0,3.729230769,1.50462963,2,0,89,1.123595506,0,0.128152261,1
0,3.729230769,1.50462963,0,83,34,0,0,0.126923902,0
0,3.729230769,1.50462963,1,83,58,0,0,0.313716981,0
0,3.729230769,1.50462963,0,83,80,1.25,0,0.103654141,0
0,3.729230769,1.50462963,0,0,106,0.943396226,0,0.164386513,0
0,3.729230769,1.50462963,0,83,130,0.769230769,0,0.129258155,1
0,3.729230769,1.50462963,0,76,145,1.379310345,0,0.099246421,0
0,3.729230769,1.50462963,0,76,79,2.53164557,0,0.139505576,0
0,3.729230769,1.50462963,0,83,57,1.754385965,0,0.095491677,0
0,3.729230769,1.50462963,1,83,98,0,0,0.112978475,1
0,3.729230769,1.50462963,1,46,67,0,0,0.114486146,0
0,3.729230769,1.50462963,5,46,148,0,0,0.180760609,0
0,3.729230769,1.50462963,0,34,42,0,0,0.425338983,0
0,3.729230769,1.50462963,4,46,147,0.680272109,0,0.129989174,1
0,3.729230769,1.50462963,10,83,38,0,1,0.084168913,0
