reviewerID,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
0,3.778378378,1.360294118,5,0,138,0,0,0.160281175,0
0,3.778378378,1.360294118,2,76,135,0.740740741,0,0.124683098,0
0,3.778378378,1.360294118,3,46,142,0,0,0.103590098,0
0,3.778378378,1.360294118,5,34,149,0,0,0.102783768,0
0,3.778378378,1.360294118,2,34,45,0,0,0.119807433,0
0,3.778378378,1.360294118,0,76,143,1.398601399,0,0.168690804,0
0,3.778378378,1.360294118,0,1,15,6.666666667,0,0.061389457,0
0,3.778378378,1.360294118,0,34,56,0,0,0.081900173,1
0,3.778378378,1.360294118,3,46,67,0,0,0.139677572,0
0,3.778378378,1.360294118,1,83,131,0,0,0.23276718,0
0,3.778378378,1.360294118,0,76,71,0,0,0.124467342,0
0,3.778378378,1.360294118,2,46,140,0,0,0.116503521,1
