reviewerID,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
0,3.778378378,1.360294118,5,0,138,0,0,0.160281175,0
0,3.778378378,1.360294118,2,76,135,0.740740741,0,0.124683098,0
0,3.778378378,1.360294118,3,46,142,0,0,0.103590098,0
0,3.778378378,1.360294118,5,34,149,0,0,0.102783768,0
0,3.778378378,1.360294118,2,34,45,0,0,0.119807433,0
0,3.778378378,1.360294118,0,76,143,1.398601399,0,0.168690804,0
0,3.778378378,1.360294118,0,1,15,6.666666667,0,0.061389457,0
0,3.778378378,1.360294118,0,34,56,0,0,0.081900173,1
0,3.778378378,1.360294118,3,46,67,0,0,0.139677572,0
0,3.778378378,1.360294118,1,83,131,0,0,0.23276718,0
0,3.778378378,1.360294118,0,76,71,0,0,0.124467342,0
0,3.778378378,1.360294118,2,46,140,0,0,0.116503521,1
0,3.778378378,1.360294118,0,76,113,0,0,0.106580074,0
0,3.778378378,1.360294118,1,46,99,1.01010101,0,0.122663755,0
0,3.778378378,1.360294118,1,83,144,0,0,0.144203598,0
0,3.778378378,1.360294118,2,34,147,0,0,0.118080073,0
0,3.778378378,1.360294118,0,34,62,0,0,0.152814898,0
0,3.778378378,1.360294118,0,34,19,0,0,0.121829496,0
0,3.778378378,1.360294118,0,76,143,0.699300699,0,0.120931106,0
0,3.778378378,1.360294118,0,34,56,0,0,0.139211274,0
0,3.778378378,1.360294118,0,1,64,0,0,0.150295131,0
0,3.778378378,1.360294118,0,83,142,0.704225352,0,0.121323672,0
0,3.778378378,1.360294118,2,83,148,2.027027027,0,0.158679227,0
0,3.778378378,1.360294118,0,34,65,0,0,0.121917414,0
0,3.778378378,1.360294118,0,34,47,2.127659574,0,0.144109449,0
0,3.778378378,1.360294118,2,46,96,1.041666667,0,0.095282889,0
0,3.778378378,1.360294118,0,0,143,0.699300699,0,0.093520219,0
0,3.778378378,1.360294118,2,83,71,1.408450704,0,0.111683225,0
0,3.778378378,1.360294118,1,83,89,2.247191011,0,0.09279168,0
0,3.778378378,1.360294118,0,83,62,0,0,0.141328954,0
0,3.778378378,1.360294118,1,34,73,1.369863014,0,0.131022414,0
0,3.778378378,1.360294118,0,46,104,0,0,0.175160419,1
0,3.778378378,1.360294118,3,83,157,0.636942675,0,0.125658981,0
0,3.778378378,1.360294118,4,46,104,0.961538462,0,0.141328954,0
0,3.778378378,1.360294118,0,83,17,0,0,0.144897112,0
0,3.778378378,1.360294118,1,34,84,0,0,0.102049862,0
0,3.778378378,1.360294118,1,83,79,0,0,0.110669465,0
0,3.778378378,1.360294118,0,4,140,0,0,0.188184419,1
0,3.778378378,1.360294118,0,34,15,0,0,0.164935846,0
0,3.778378378,1.360294118,1,83,93,0,0,0.152440772,1
0,3.778378378,1.360294118,1,34,18,0,0,0.160281175,0
0,3.778378378,1.360294118,4,34,84,0,0,0.101627628,0
0,3.778378378,1.360294118,0,0,123,0,0,0.134671649,1
0,3.778378378,1.360294118,2,0,89,1.123595506,0,0.101658837,1
0,3.778378378,1.360294118,0,83,34,0,0,0.129265904,0
0,3.778378378,1.360294118,1,83,58,0,0,0.318441711,0
0,3.778378378,1.360294118,0,83,80,1.25,0,0.076133395,0
0,3.778378378,1.360294118,0,0,106,0.943396226,0,0.121561864,0
0,3.778378378,1.360294118,0,83,130,0.769230769,0,0.128271018,1
0,3.778378378,1.360294118,0,76,145,1.379310345,0,0.076180841,0
0,3.778378378,1.360294118,0,76,79,2.53164557,0,0.138401551,0
0,3.778378378,1.360294118,0,83,57,1.754385965,0,0.103687973,0
0,3.778378378,1.360294118,1,83,98,0,0,0.111683225,1
0,3.778378378,1.360294118,1,46,67,0,0,0.113674883,0
0,3.778378378,1.360294118,5,46,148,0,0,0.144109449,0
0,3.778378378,1.360294118,0,34,42,0,0,0.32197882,0
0,3.778378378,1.360294118,4,46,147,0.680272109,0,0.116460951,1
0,3.778378378,1.360294118,10,83,38,0,1,0.083806052,0
0,3.778378378,1.360294118,2,46,145,0,0,0.131431578,0
0,3.778378378,1.360294118,0,34,34,0,0,0.08348489,0
0,3.778378378,1.360294118,1,76,113,2.654867257,0,0.090903537,0
0,3.778378378,1.360294118,0,4,148,0,0,0.218094766,0
0,3.778378378,1.360294118,2,83,174,0,0,0.171345959,0
0,3.778378378,1.360294118,2,46,129,0,0,0.073548484,0
0,3.778378378,1.360294118,0,83,110,0,0,0.148848271,0
0,3.778378378,1.360294118,1,46,50,0,0,0.140938424,0
0,3.778378378,1.360294118,2,46,103,0,0,0.128088585,0
0,3.778378378,1.360294118,1,4,63,0,0,0.131227078,0
0,3.778378378,1.360294118,3,46,141,0,0,0.218094766,0
0,3.778378378,1.360294118,1,83,71,0,0,0.081394814,0
0,3.778378378,1.360294118,0,1,95,1.052631579,0,0.125060431,0
0,3.778378378,1.360294118,0,76,148,2.027027027,0,0.127084261,0
0,3.778378378,1.360294118,0,83,14,0,0,0.105764678,0
0,3.778378378,1.360294118,2,34,18,0,0,0.139734657,0
0,3.778378378,1.360294118,0,34,28,0,0,0.164935846,0
0,3.778378378,1.360294118,1,83,34,0,0,0.123186006,0
0,3.778378378,1.360294118,1,0,87,0,0,0.119062633,0
0,3.778378378,1.360294118,3,46,136,0,0,0.141397079,0
0,3.778378378,1.360294118,0,83,22,0,0,0.318441711,0
0,3.778378378,1.360294118,2,46,127,0,0,0.226294088,0
0,3.778378378,1.360294118,1,4,137,0.729927007,0,0.148090734,0
0,3.778378378,1.360294118,1,46,137,0.729927007,0,0.131366524,0
0,3.778378378,1.360294118,1,0,28,3.571428571,0,0.290658634,1
0,3.778378378,1.360294118,1,1,33,0,0,0.105373412,0
0,3.778378378,1.360294118,1,46,155,0,0,0.139734657,0
0,3.778378378,1.360294118,2,46,92,0,0,0.119469012,0
0,3.778378378,1.360294118,12,83,141,0.709219858,0,0.146408399,0
0,3.778378378,1.360294118,0,83,41,0,0,0.137475204,0
0,3.778378378,1.360294118,0,0,144,6.25,0,0.109709237,0
0,3.778378378,1.360294118,0,1,26,0,0,0.343404733,0
0,3.778378378,1.360294118,0,83,19,0,0,0.148848271,0
0,3.778378378,1.360294118,9,34,149,0,0,0.102626624,0
0,3.778378378,1.360294118,0,46,76,0,0,0.121561864,0
0,3.778378378,1.360294118,0,83,124,0,0,0.105625126,0
0,3.778378378,1.360294118,2,46,138,0,0,0.116473456,0
0,3.778378378,1.360294118,0,83,17,0,0,0.240468918,0
0,3.778378378,1.360294118,2,83,101,0,0,0.128271018,1
0,3.778378378,1.360294118,0,1,14,0,1,0.142313074,0
0,3.778378378,1.360294118,0,4,142,0,0,0.151182164,0
0,3.778378378,1.360294118,1,76,60,1.666666667,0,0.077020415,0
0,3.778378378,1.360294118,0,76,143,2.097902098,0,0.117571613,0
0,3.778378378,1.360294118,0,83,59,1.694915254,0,0.152814898,0
0,3.778378378,1.360294118,0,76,122,0,0,0.174852542,0
0,3.778378378,1.360294118,0,83,94,0,0,0.092421928,0
